Player Name,Alt Player Name,dob,age,ioc,hand,height,wikipedia_intro,photo_url,name_first,name_last,wikidata_id,Index Player Name,is_duplicate
Mate Delic,M. Delic,1993-09-29,31.0,CRO,R,196.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Delic_WMQ14_%285%29_%2814606415732%29.jpg/220px-Delic_WMQ14_%285%29_%2814606415732%29.jpg,Mate,Delic,Q15867270,Delic M.,0
Mate Pavic,M. Pavic,1993-07-04,31.0,CRO,L,193.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Pavic_WM17_%2832%29_%2836143101366%29.jpg/220px-Pavic_WM17_%2832%29_%2836143101366%29.jpg,Mate,Pavic,Q1588571,Pavic M.,0
Mate Valkusz,M. Valkusz,1998-08-13,26.0,HUN,R,183.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Valkusz_WMQ22_%285%29_%2852190097897%29.jpg/220px-Valkusz_WMQ22_%285%29_%2852190097897%29.jpg,Mate,Valkusz,Q22338780,Valkusz M.,0
Matej Dodig,M. Dodig,2005-07-19,19.0,CRO,U,,Matej Dodig (born 19 July 2005) is a Croatian tennis player. He reached a career high ATP singles ranking of world No. 268 on 30 September 2024.,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Flag_of_Croatia.svg/23px-Flag_of_Croatia.svg.png,Matej,Dodig,,Dodig M.,0
Mateus Alves,M. Alves,2001-01-23,23.0,BRA,R,,Mateus de Carvalho Cardoso Alves (born 23 January 2001) is a Brazilian tennis player.,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Mateus_Alves_%282023_DC_Open%29_04_%28cropped%29.jpg/220px-Mateus_Alves_%282023_DC_Open%29_04_%28cropped%29.jpg,Mateus,Alves,Q61782321,Alves M.,0
Matheus Gonzalez,M. Gonzalez,1996-05-27,28.0,ECU,U,,404 Client Error: Not Found for url: https://en.wikipedia.org/wiki/Matheus_Gonzalez,,Matheus,Gonzalez,,Gonzalez M.,0
Matheus Pucinelli De Almeida,M. Pucinelli De Almeida,2001-04-01,23.0,BRA,R,183.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Pucinelli_de_Almeida_BOR22_%2852082932692%29.jpg/220px-Pucinelli_de_Almeida_BOR22_%2852082932692%29.jpg,Matheus,Pucinelli De Almeida,Q64746203,Pucinelli De Almeida M.,0
Mathias Bourgue,M. Bourgue,1994-01-18,30.0,FRA,R,188.0,Mathias Bourgue (French pronunciation: [matjas buʁɡ]; born 18 January 1994) is a French tennis player playing on the ATP Challenger Tour. He has a career-high ATP singles ranking of No. 140 achieved on 24 April 2017.,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Bourgue_RG19_%2811%29_%2848199412157%29.jpg/220px-Bourgue_RG19_%2811%29_%2848199412157%29.jpg,Mathias,Bourgue,Q17071396,Bourgue M.,0
Matija Pecotic,M. Pecotic,1989-07-03,35.0,CRO,U,,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/2017_Roland_Garros_Qualifying_Tournament_-_91_%28Matija_Pecoti%C4%87_cropped%29.jpg/220px-2017_Roland_Garros_Qualifying_Tournament_-_91_%28Matija_Pecoti%C4%87_cropped%29.jpg,Matija,Pecotic,Q106206782,Pecotic M.,0
Matteo Arnaldi,M. Arnaldi,2001-02-22,23.0,ITA,R,183.0,"Matteo Arnaldi (born 22 February 2001) is an Italian  professional tennis player. He has a career high ATP singles ranking of world No. 30, achieved on 12 August 2024, and a career high doubles ranking of world No. 286, achieved on 8 August 2022. He is currently the No. 3 Italian.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Arnaldi_BLO22_%2868%29_%2852157038811%29.jpg/220px-Arnaldi_BLO22_%2868%29_%2852157038811%29.jpg,Matteo,Arnaldi,,Arnaldi M.,0
Matteo Berrettini,M. Berrettini,1996-04-12,28.0,ITA,R,196.0,"Matteo Berrettini (Italian pronunciation: [matˈtɛːo berretˈtiːni]; born 12 April 1996) is an Italian professional tennis player. He has been ranked as high as world No. 6 in singles by the Association of Tennis Professionals (ATP), which he achieved in January 2022, and world No. 105 in doubles, attained in July 2019. Berrettini has won ten ATP Tour singles titles and two doubles titles, and produced his best major performance by reaching the singles final of the 2021 Wimbledon Championships. He also became the first man born in the 1990s and first Italian man to reach the quarterfinals or better at all four majors after earning his first Australian Open semifinal in 2022.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Berrettini_MCM23_%2895%29_%2852883527120%29.jpg/220px-Berrettini_MCM23_%2895%29_%2852883527120%29.jpg,Matteo,Berrettini,Q29918446,Berrettini M.,0
Matteo Donati,M. Donati,1995-02-28,29.0,ITA,R,185.0,Matteo Donati (Italian pronunciation: [matˈtɛːo doˈnaːti]; born 28 February 1995) is an Italian former professional tennis player and current tennis coach.,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Donati_WMQ15_%285%29_%2819926121566%29.jpg/220px-Donati_WMQ15_%285%29_%2819926121566%29.jpg,Matteo,Donati,Q16577123,Donati M.,0
Matteo Gigante,M. Gigante,2002-01-04,22.0,ITA,L,,Matteo Gigante (born 4 January 2002) is an Italian tennis player.,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Gigante_RGQ23_%2852943034627%29.jpg/220px-Gigante_RGQ23_%2852943034627%29.jpg,Matteo,Gigante,,Gigante M.,0
Matteo Martineau,M. Martineau,1999-01-16,25.0,FRA,R,,Matteo Martineau (born 16 January 1999) is a French tennis player.,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Martineau_BOR22_%2852083964201%29.jpg/220px-Martineau_BOR22_%2852083964201%29.jpg,Matteo,Martineau,Q95246542,Martineau M.,0
Matteo Trevisan,M. Trevisan,1989-08-13,35.0,ITA,R,,"Matteo Trevisan (Italian pronunciation: [matˈteːo ˈtreːvizan]; born 13 August 1989) is an Italian professional tennis player who was ranked world number one junior player in 2007. Alongside Daniel Alejandro Lopez, he won the Junior Wimbledon doubles title of that year.",https://upload.wikimedia.org/wikipedia/commons/5/50/Trevisan2.jpg,Matteo,Trevisan,Q3852236,Trevisan M.,0
Matteo Viola,M. Viola,1987-07-07,37.0,ITA,R,188.0,"Matteo Viola (Italian pronunciation: [matˈtɛːo viˈɔːla, - ˈvjɔː-]; born 7 July 1987) is an Italian former professional tennis player. He competes mainly on the ATP Challenger Tour and ITF Futures, both in singles and doubles. He reached his highest ATP singles ranking, No. 118 on 18 March 2013 and his highest ATP doubles ranking, No. 171 on 24 September 2012.",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Viola_WMQ14_%285%29_%2814603626851%29.jpg/220px-Viola_WMQ14_%285%29_%2814603626851%29.jpg,Matteo,Viola,Q2460787,Viola M.,0
Matthew Barton,M. Barton,1991-12-18,32.0,AUS,R,191.0,Matthew Barton may refer to:,,Matthew,Barton,Q4471497,Barton M.,0
Matthew Ebden,M. Ebden,1987-11-26,36.0,AUS,R,188.0,Matthew Ebden (born 26 November 1987) is an Australian professional tennis player who reached a career high of world No. 1 in doubles.,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Ebden_RG22_%2854%29_%2852144570795%29.jpg/220px-Ebden_RG22_%2854%29_%2852144570795%29.jpg,Matthew,Ebden,Q515677,Ebden M.,0
Matthew Forbes,M. Forbes,1900-02-02,124.0,,U,,"Matthew Forbes (born April 6, 2006) is an American tennis player. He has a career-high ITF junior combined ranking of No. 34, achieved on January 1, 2024. He plays collegiate tennis for Michigan State.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Matthew_Forbes_%282024_US_Open%29_01.jpg/200px-Matthew_Forbes_%282024_US_Open%29_01.jpg,Matthew,Forbes,,Forbes M.,0
Matthias Bachinger,M. Bachinger,1987-04-02,37.0,GER,R,188.0,"Matthias Bachinger (born 2 April 1987) is a German former tennis player who played professionally from 2005 to 2023. His career-high singles ranking was world No. 85, achieved in August 2011.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Bachinger_RGQ19_%282%29_%2848002718238%29.jpg/220px-Bachinger_RGQ19_%282%29_%2848002718238%29.jpg,Matthias,Bachinger,Q77164,Bachinger M.,0
Mattia Bellucci,M. Bellucci,2001-06-01,23.0,ITA,L,,Mattia Bellucci (born 1 June 2001) is an Italian tennis professional player.,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Mattia_Bellucci_%282024_DC_Open%29_02_%28cropped%29.jpg/220px-Mattia_Bellucci_%282024_DC_Open%29_02_%28cropped%29.jpg,Mattia,Bellucci,,Bellucci M.,0
Max Purcell,M. Purcell,1998-04-03,26.0,AUS,R,185.0,Max Purcell (born 3 April 1998) is an Australian professional tennis player. He reached his career-high singles ranking of world No. 40 on 16 October 2023 and a doubles ranking of No. 8 on 9 September 2024.,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Purcell_RG21_%2829%29_%2851376851449%29.jpg/220px-Purcell_RG21_%2829%29_%2851376851449%29.jpg,Max,Purcell,Q26130049,Purcell M.,0
Maxime Cressy,M. Cressy,1997-05-08,27.0,USA,R,198.0,"Maxime Cressy (born May 8, 1997) is a French-American professional tennis player. He has a career-high singles ranking of world No. 31 by the ATP, achieved on 8 August 2022. He has been ranked as high as world No. 64 in doubles, achieved on 8 May 2023. Cressy has won one title on the ATP Tour and three singles titles and two doubles titles on the ATP Challenger Tour. Before 2018, he played for his country of birth, France.",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Cressy_MCM23_%2839%29_%2852883156971%29.jpg/220px-Cressy_MCM23_%2839%29_%2852883156971%29.jpg,Maxime,Cressy,Q60582900,Cressy M.,0
Maxime Fischer,M. Fischer,1999-02-03,25.0,FRA,U,,404 Client Error: Not Found for url: https://en.wikipedia.org/wiki/Maxime_Fischer,,Maxime,Fischer,,Fischer M.,0
Maxime Hamou,M. Hamou,1995-06-08,29.0,FRA,R,185.0,"Maxime Hamou (born 8 June 1995) is a French tennis player. Hamou has a career-high ATP singles ranking of No. 211, achieved in July 2015 and a career-high ATP doubles ranking of No. 744, achieved in July 2016.",https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Hamou_RG15_%287%29_%2819120086200%29.jpg/220px-Hamou_RG15_%287%29_%2819120086200%29.jpg,Maxime,Hamou,Q19958007,Hamou M.,0
Maxime Janvier,M. Janvier,1996-10-18,28.0,FRA,R,193.0,Maxime Janvier (French pronunciation: [maksim ʒɑ̃vje]; born 18 October 1996) is a French tennis player.,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Janvier_BOR22_%2852084206464%29.jpg/220px-Janvier_BOR22_%2852084206464%29.jpg,Maxime,Janvier,Q27329995,Janvier M.,0
Maxime Teixeira,M. Teixeira,1989-01-18,35.0,FRA,R,188.0,"Maxime Teixeira (born 18 January 1989) is a French professional tennis player. He competes mainly on the ATP Challenger Tour and ITF Futures circuit, both in singles and doubles. He reached his highest ATP singles ranking of World No. 154 in March 2012, and his highest ATP doubles ranking of World No. 256 in July 2015.",https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Maxime_Teixeira%2C_2015_Nice.JPG/220px-Maxime_Teixeira%2C_2015_Nice.JPG,Maxime,Teixeira,Q1913896,Teixeira M.,0
Maximilian Marterer,M. Marterer,1995-06-15,29.0,GER,L,191.0,"Maximilian Marterer (born 15 June 1995) is a German professional tennis player. He has a career-high ATP singles ranking of world No. 45, achieved in 13 August 2018.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Marterer_WMQ23_%2853061122527%29.jpg/220px-Marterer_WMQ23_%2853061122527%29.jpg,Maximilian,Marterer,Q17364412,Marterer M.,0
Michael Berrer,M. Berrer,1980-07-01,44.0,GER,L,193.0,Michael Berrer (born 1 July 1980) is a German retired professional tennis player. He reached his career-high singles ranking of world No. 42 in May 2010.,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Michael_Berrer_1%2C_2015_Wimbledon_Qualifying_-_Diliff.jpg/220px-Michael_Berrer_1%2C_2015_Wimbledon_Qualifying_-_Diliff.jpg,Michael,Berrer,Q60324,Berrer M.,0
Michael Geerts,M. Geerts,1995-01-17,29.0,BEL,R,178.0,Michael Geerts (born 17 January 1995) is a Belgian tennis player.,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Geerts_RGQ23_%2852944097163%29.jpg/220px-Geerts_RGQ23_%2852944097163%29.jpg,Michael,Geerts,Q100596799,Geerts M.,0
Michael Linzer,M. Linzer,1989-11-02,35.0,AUT,R,,"Michael Linzer (German: [ˈlɪntsɐ]; born 2 November 1989) is an Austrian professional tennis player and competes mainly on the ATP Challenger Tour and ITF Futures, both in singles and doubles.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Flag_of_Austria.svg/23px-Flag_of_Austria.svg.png,Michael,Linzer,Q6832260,Linzer M.,0
Michael Mmoh,M. Mmoh,1998-01-10,26.0,USA,R,188.0,"Michael Mmoh ( MOH; born January 10, 1998) is an American professional tennis player. ",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Mmoh_WMQ23_%2853062186043%29.jpg/220px-Mmoh_WMQ23_%2853062186043%29.jpg,Michael,Mmoh,Q17612636,Mmoh M.,0
Michael Russell,M. Russell,1900-02-02,124.0,,U,,Michael or Mike Russell may refer to:,,Michael,Russell,,Russell M.,0
Michael Venus,M. Venus,1987-10-16,37.0,NZL,R,191.0,"Michael Venus (born 16 October 1987) is a New Zealand professional tennis player. He has a career-high doubles ranking of world No. 6, achieved on 29 August 2022. Venus won the 2017 French Open men's doubles partnering Ryan Harrison, and followed with a runner-up finish in the 2017 US Open mixed doubles partnering Chan Hao-ching. Venus and Harrison qualified for the year-end championships ATP Finals, where they reached the semifinals.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Venus_MCM22_%282%29_%2852036915870%29.jpg/220px-Venus_MCM22_%282%29_%2852036915870%29.jpg,Michael,Venus,Q6835083,Venus M.,0
Michael Vrbensky,M. Vrbensky,1999-12-26,24.0,CZE,R,180.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Flag_of_the_Czech_Republic.svg/23px-Flag_of_the_Czech_Republic.svg.png,Michael,Vrbensky,Q61455025,Vrbensky M.,0
Michail Pervolarakis,M. Pervolarakis,1996-06-06,28.0,CYP,R,193.0,Michail Pervolarakis (born 6 June 1996) is a Cypriot-born Greek tennis player.,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Flag_of_Greece.svg/23px-Flag_of_Greece.svg.png,Michail,Pervolarakis,Q67276374,Pervolarakis M.,0
Michal Przysiezny,M. Przysiezny,1984-02-16,40.0,POL,R,185.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Michal_Przysiezny_at_the_2010_US_Open_01.jpg/220px-Michal_Przysiezny_at_the_2010_US_Open_01.jpg,Michal,Przysiezny,Q1425199,Przysiezny M.,0
Mikael Torpegaard,M. Torpegaard,1994-05-08,30.0,DEN,R,193.0,"Mikael Torpegaard (born 8 May 1994) is a Danish professional tennis player, who as of April 2022 is the second highest ranked male tennis player from Denmark behind Holger Rune. Mikael Torpegaard is a member of the Denmark Davis Cup team.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Torpegaard_RGQ19_%2814%29_%2848002639913%29.jpg/220px-Torpegaard_RGQ19_%2814%29_%2848002639913%29.jpg,Mikael,Torpegaard,Q21067280,Torpegaard M.,0
Mikael Ymer,M. Ymer,1998-09-09,26.0,SWE,R,183.0,"Mikael Ymer (born 9 September 1998) is a Swedish suspended professional tennis player. He's had a career high ATP singles ranking of world No. 50, achieved on 17 April 2023. In the ATP doubles ranking his career high is No. 187, achieved in October 2017. Ymer was the No. 1 Swedish player until 2023.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Ymer_M._RGQ19_%2821%29_%2848002588912%29.jpg/220px-Ymer_M._RGQ19_%2821%29_%2848002588912%29.jpg,Mikael,Ymer,Q20788534,Ymer M.,0
Mikhail Kukushkin,M. Kukushkin,1987-12-26,36.0,KAZ,R,183.0,"Mikhail Aleksandrovich Kukushkin (Russian: Михаил Александрович Кукушкин; born 26 December 1987) is a Russian-born Kazakhstani professional tennis player. He has a career-high ATP singles ranking of world No. 39, achieved on 25 February 2019.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Kukushkin_WM19_%2819%29_%2848521781006%29.jpg/220px-Kukushkin_WM19_%2819%29_%2848521781006%29.jpg,Mikhail,Kukushkin,Q459166,Kukushkin M.,0
Mikhail Ledovskikh,M. Ledovskikh,1986-08-08,38.0,RUS,R,188.0,"Mikhail Ledovskikh (born August 8, 1986) is a professional tennis player. He began playing tennis when he was seven. Currently residing in  Sochi, Russia, he is coached by Alec Baranov.",https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/23px-Flag_of_Russia.svg.png,Mikhail,Ledovskikh,Q6849598,Ledovskikh M.,0
Mikhail Youzhny,M. Youzhny,1982-06-25,42.0,RUS,R,183.0,"Mikhail Mikhailovich Youzhny (born 25 June 1982), nicknamed ""Misha"" and ""Colonel"" by his fans, is a Russian former professional tennis player who was ranked inside the top 10 and was the Russian No. 1. He achieved a top-10 ranking by the Association of Tennis Professionals (ATP) for the first time on 13 August 2007, and reached a career peak of world No. 8 in January 2008, and again in October 2010.Youzhny reached the quarterfinals of all majors, reaching the semifinals at the US Open in 2006 and 2010. The closest he came to a major final was at the 2006 US Open semifinals when he took the first set from world No. 9 Andy Roddick, after upsetting world No. 2 Rafael Nadal in the quarterfinals. At the other semifinal he lost in straight sets to the eventual champion, Nadal. Youzhny reached the finals of 21 ATP Tour-level titles, winning ten of them. He reached ATP Tour finals on all surfaces, but never won a singles title on grass. In 2010—his best season—Youzhny reached five ATP finals, winning two and ending the year as a top-10 player. Youzhny was a member of the winning Russian national team at the Davis Cup in both 2002 and 2006, playing a crucial role in 2002 when he won the deciding rubber after coming back from two-sets-to-love down.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Mikhail_Youzhny_%2814359785610%29.jpg/220px-Mikhail_Youzhny_%2814359785610%29.jpg,Mikhail,Youzhny,Q219970,Youzhny M.,0
Mili Poljicak,M. Poljicak,2004-07-13,20.0,CRO,U,,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Poljicak_WMQ23_%2853062186203%29.jpg/220px-Poljicak_WMQ23_%2853062186203%29.jpg,Mili,Poljicak,Q107608377,Poljicak M.,0
Miljan Zekic,M. Zekic,1988-07-12,36.0,SRB,R,185.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Miljan_Zeki%C4%87.jpg/220px-Miljan_Zeki%C4%87.jpg,Miljan,Zekic,Q6857944,Zekic M.,0
Milos Raonic,M. Raonic,1990-12-27,33.0,CAN,R,196.0,"Milos Raonic (Serbian Cyrillic: Милош Раонић, romanized: Miloš Raonić, pronounced [mǐloʃ râonitɕ];  born December 27, 1990)  is a Canadian professional tennis player. He has been ranked as high as world No. 3 in singles by the Association of Tennis Professionals (ATP), making him the highest-ranked Canadian player in history. Raonic is the first Canadian man in the Open Era to reach the Wimbledon final, the Australian Open semifinals, and the French Open quarterfinals. He has won eight ATP Tour titles.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Raonic_WM17_%2854%29_%2835793471790%29.jpg/220px-Raonic_WM17_%2854%29_%2835793471790%29.jpg,Milos,Raonic,Q312343,Raonic M.,0
Miomir Kecmanovic,M. Kecmanovic,1999-08-31,25.0,SRB,R,183.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Kecmanovic_RG21_%2811%29_%2851377164760%29.jpg/220px-Kecmanovic_RG21_%2811%29_%2851377164760%29.jpg,Miomir,Kecmanovic,Q22005752,Kecmanovic M.,0
Mirza Basic,M. Basic,1991-07-12,33.0,BIH,R,188.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Basic_RGQ22_%2841%29_%2852129629936%29.jpg/220px-Basic_RGQ22_%2841%29_%2852129629936%29.jpg,Mirza,Basic,Q6874826,Basic M.,0
Mischa Zverev,M. Zverev,1987-08-22,37.0,GER,L,190.0,"Mikhail ""Mischa"" Alexandrovich Zverev (German: [ˈmɪkaɪl ˈmiːʃa ˈtsfɛʁɛf]; born 22 August 1987) is a German inactive professional tennis player. He achieved a career-high singles ranking of world No. 25 on 24 July 2017.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Zverev_M._WM19_%287%29_%2848521851437%29.jpg/220px-Zverev_M._WM19_%287%29_%2848521851437%29.jpg,Mischa,Zverev,Q60289,Zverev M.,0
Mitchell Krueger,M. Krueger,1994-01-12,30.0,USA,R,188.0,"Mitchell Krueger (born January 12, 1994) is an American tennis player.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Krueger_RGQ22_%2831%29_%2852130053625%29.jpg/220px-Krueger_RGQ22_%2831%29_%2852130053625%29.jpg,Mitchell,Krueger,Q16941929,Krueger M.,0
